Sl No,New?,dataTagId,description,standardDescription,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,tagType,measureUnit,Remarks,designValue,goodDirection,lcl,ucl,manual,group,Design Value (100%),Design Parameters (80%)
611,,HRenu_U5_Deaerator_Feed_Water_Enthalpy_at_Outlet,DEAERATOR FEED WATER ENTHALPY AT OUTLET,DEAERATOR FEED WATER ENTHALPY AT OUTLET,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,Outlet,,1,,,,Feed Water,Enthalpy,1,Derived,KCAL/KG,,,,,,,Performance KPI,,
612,,HRenu_U5_Deaerator_Extraction_from_Turbine_Enthalpy,DEAERATOR EXTRACTION FROM TURBINE ENTHALPY,DEAERATOR EXTRACTION FROM TURBINE ENTHALPY,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,,,,,,,Extraction,Enthalpy,1,Derived,KCAL/KG,,,,,,,Performance KPI,,
608,,HRenu_U5_Deaerator_Extraction_Saturation_Temperature,DEAERATOR EXTRACTION SATURATION TEMPERATURE,DEAERATOR EXTRACTION SATURATION TEMPERATURE,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,,,,,,,Extraction,Saturation Temperature,1,Derived,DEG C,,,,,,,Performance KPI,704.78,
606,,HRenu_U5_Deaerator_Feed_Water_Pressure_drop,DEAERATOR FEED WATER PRESSURE DROP,DEAERATOR FEED WATER PRESSURE DROP,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,,,,,,,Feed Water,Differential Pressure,1,Derived,KG/CM2,,,,,,,Performance KPI,,
613,,HRenu_U5_Deaerator_Energy_absorbed_by_Feed_Water,DEAERATOR ENERGY ABSORBED BY FEED WATER,DEAERATOR ENERGY ABSORBED BY FEED WATER,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,,,,,,,Feed Water,Energy,1,Derived,MCAL,,,,,,,Performance KPI,,
614,,HRenu_U5_Dearator_Enthalpy_Rise,DEAERATOR ENTHALPY RISE,DEAERATOR ENTHALPY RISE,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,,,,,,,Feed Water,Enthalpy Rise,1,Derived,KCAL/KG,,,,,,,Performance KPI,,
605,,HRenu_U5_Deaerator_Feed_Water_Temperature_rise,DEAERATOR FEED WATER TEMPERATURE RISE,DEAERATOR FEED WATER TEMPERATURE RISE,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,,,,,,,Feed Water,Temperature Difference,1,Derived,DEG C,,,,,,,Performance KPI,44.3,
607,,HRenu_U5_Deaerator_Drain_Cooler_Approach,DEAERATOR DRAIN COOLER APPROACH,DEAERATOR DRAIN COOLER APPROACH,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,,,,,,,,DCA,1,Derived,DEG C,,,,,,,Performance KPI,,
609,,HRenu_U5_Deaerator_TTD,DEAERATOR TTD,DEAERATOR TTD,Condensate Cycle,Condensate Cycle,Deaerator,,Deaerator,1,,,,,,,,,,,TTD,1,Derived,DEG C,,,,,,,Performance KPI,,
231,,PIZA_07132,FEED WATER PRESSURE AT HPH 1 INLET,FEED WATER PRESSURE AT HPH INLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,Feed Water Shell,Feed Water Shell,1,,,,Inlet,Inlet,1,Feed Water,Pressure,1,,KG/CM2,,,,0,250,,Feed Water Path,135.4,
229,,BFP_HDR_TMP,FEED WATER TEMPERATURE AT HPH 1 INLET,FEED WATER TEMPERATURE AT HPH INLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,Feed Water Shell,Feed Water Shell,1,,,,Inlet,Inlet,1,Feed Water,Temperature,1,,DEG C,,,,0,300,,Feed Water Path,171.1,
230,,PIZA_07132,FEED WATER PRESSURE AT HPH 1 OUTLET,FEED WATER PRESSURE AT HPH OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,Feed Water Shell,Feed Water Shell,1,,,,Outlet,Outlet,1,Feed Water,Pressure,1,,KG/CM2,,,,,,,Feed Water Path,135.4,
232,,TI_08212,FEED WATER TEMPERATURE AT HPH 1 OUTLET,FEED WATER TEMPERATURE AT HPH OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,Feed Water Shell,Feed Water Shell,1,,,,Outlet,Outlet,1,Feed Water,Temperature,1,,DEG C,,,,,,,Feed Water Path,208.6,
,,LCR_09302_A.SP,HPDFT DRIP LEVEL CONTROL SP,HPDFT Drip Level Setpoint,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,HP Drain Flash Tank,HPDFT,1,Drip Level Control,Drip Level Control,1,,,,Drip,Level,1,Setpoint,MMWC,~ 208,,,,,SP,,,
239,New,LCR_8302_OP_FB,HPH1 DRIP LVL OPEN POSITION VALVE,HPH DRIP LEVEL VALVE POSITION,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,Drain Valve,Drain Valve,1,,,,Position,Percentage,1,,%,,,,,,FB,Feed Water Path,,
238,,LCR_8302_OP_FB,HPH 1 VALVE DEMAND,HP VALVE DEMAND,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,Level Control Valve,Level Control Valve,1,,,,Position,Percentage,1,Demand,%,,,,0,100,FB,Feed Water Path,,
,,LCR_08302_OP.SP,HPH1 LEVEL CONTROL SP,HPH Level Setpoint,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,Level Controller,Level Controller,1,,,,Extraction,Level,1,Setpoint,MMWC,~ - 95,,,,,SP,,,
234,,PI_19116_A,BLEED TO HPH 1 PRESSURE BEF NRV,BLEED TO HPH PRESSURE BEF NRV,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Pressure,1,,KG/CM2,,,,0,40,,Feed Water Path,19.512,
237,,TIR_19207,BLEED TO HPH 1 TEMPERATURE BEF NRV,BLEED TO HPH TEMPERATURE BEF NRV,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Temperature,1,,DEG C,,,,0,800,,Feed Water Path,320.2,
235,New,PIR_8109,HPH 1 EXTRACTION PRES AFTER NRV,BLEED TO HPH PRESSURE AFTER NRV,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Pressure,1,,KG/CM2,,,,-1,1,,Feed Water Path,18.926,
236,New,TI8209,HPH 1 EXTRACTION TMP AFTER NRV,BLEED TO HPH TEMPERATURE AFTER NRV,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Temperature,1,,DEG C,,,,-1,1,,Feed Water Path,319.5,
233,New,FIR8410_FL,HPH1 EXTRACTION SM FLOW,BLEED TO HPH STEAM FLOW,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,NR Valve,NRV,1,,,,Extraction,Flow,1,,TPH,,,,,,,Feed Water Path,18.54,
241,,TR8215,HPH 1 DRIP TEMPERATURE,HPH DRIP TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,Drain,HPH Drain,1,Drip,Temperature,1,,DEG C,,,,0,300,,Performance KPI,,
572,,HRenu_U5_HPH_1_Extraction_from_Turbine_Enthalpy,HPH 1 EXTRACTION FROM TURBINE ENTHALPY,HPH EXTRACTION FROM TURBINE ENTHALPY,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,Extraction,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,3072.7,
240,,LCR8302,HPH 1 LEVEL,HPH LEVEL,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,Extraction,Level,1,,MM,,,,-250,250,,Performance KPI,,
568,,HRenu_U5_HPH_1_Extraction_Saturation_Temperature,HPH 1 EXTRACTION SATURATION TEMPERATURE,HPH EXTRACTION SATURATION TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,Extraction,Saturation Temperature,1,Derived,DEG C,,,,,,,Performance KPI,,
566,,HRenu_U5_HPH_1_Feed_Water_Pressure_drop,HPH 1 FEED WATER PRESSURE DROP,HPH FEED WATER PRESSURE DROP,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,Feed Water,Differential Pressure,1,Derived,KG/CM2,,,,,,,Performance KPI,,
573,,HRenu_U5_HPH_1_Energy_absorbed_by_FW,HPH 1 ENERGY ABSORBED BY FW,HPH ENERGY ABSORBED BY FW,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,Feed Water,Energy,1,Derived,MCAL,,,,,,,Performance KPI,,
570,,HRenu_U5_HPH_1_Feed_Water_Enthalpy_at_Inlet,HPH 1 FEED WATER ENTHALPY AT INLET,HPH FEED WATER ENTHALPY AT INLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,Feed Water,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,731.1,
571,,HRenu_U5_HPH_1_Feed_Water_Enthalpy_at_Outlet,HPH 1 FEED WATER ENTHALPY AT OUTLET,HPH FEED WATER ENTHALPY AT OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,Feed Water,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,895.8,
574,,HRenu_U5_HPH_1_Enthalpy_Rise,HPH 1 ENTHALPY RISE,HPH ENTHALPY RISE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,Feed Water,Enthalpy Rise,1,Derived,KJ/KG,,,,,,,Performance KPI,,
565,,HRenu_U5_HPH_1_Feed_Water_Temperature_rise,HPH 1 FEED WATER TEMPERATURE RISE,HPH FEED WATER TEMPERATURE RISE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,Feed Water,Temperature Difference,1,Derived,DEG C,,,,,,,Performance KPI,37.5,
567,,HRenu_U5_HPH_1_Drain_Cooler_Approach,HPH 1 DRAIN COOLER APPROACH,HPH DRAIN COOLER APPROACH,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,,DCA,1,Derived,DEG C,,,,,,,Performance KPI,,
569,,HRenu_U5_HPH_1_TTD,HPH 1 TTD,HPH TTD,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 1,1,,,,,,,,,,,TTD,1,Derived,DEG C,,,,,,,Performance KPI,,
243,,PIZA_07132,FEED WATER PRESSURE AT HPH 2 INLET,FEED WATER PRESSURE AT HPH INLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,Feed Water Shell,Feed Water Shell,1,,,,Inlet,Inlet,1,Feed Water,Pressure,1,,KG/CM2,,,,0,250,,Feed Water Path,135.11,
244,,TI_08212,HPH 2 FW INLET TEMPERATURE,HPH FW INLET TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,Feed Water Shell,Feed Water Shell,1,,,,Inlet,Inlet,1,Feed Water,Temperature,1,,DEG C,,,,,,,Feed Water Path,208.6,
242,,PI_01101,FEED WATER PRESSURE AT HPH 2 OUTLET,FEED WATER PRESSURE AT HPH OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,Feed Water Shell,Feed Water Shell,1,,,,Outlet,Outlet,1,Feed Water,Pressure,1,,KG/CM2,,,,,,,Feed Water Path,135.11,
245,,TI08213,HPH 2 FW OUTLET TEMPERATURE,HPH FW OUTLET TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,Feed Water Shell,Feed Water Shell,1,,,,Outlet,Outlet,1,Feed Water,Temperature,1,,DEG C,,,,,,,Feed Water Path,245.6,
254,,TR08216,HPH 2 DRIP TEMPERATURE,HPH DRIP TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,Drain Valve,Drain Valve,1,,,,Drip,Temperature,1,,DEG C,,,,0,300,,Performance KPI,,
251,New,LCR_08307_OP_FB,HPH2 DRIP LVL OPEN POSITION VALVE,HPH DRIP LEVEL VALVE POSITION,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,Drain Valve,Drain Valve,1,,,,Position,Percentage,1,,%,,,,,,FB,Feed Water Path,,
252,,LCR_8307_OP_FB,HPH 2 VALVE DEMAND,HP VALVE DEMAND,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,Level Control Valve,Level Control Valve,1,,,,Position,Percentage,1,Demand,%,,,,0,100,FB,Feed Water Path,,
,,LCR_08307_OP.SP,HPH2 LEVEL CONTROL SP,HPH Level Setpoint,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,Level Controller,Level Controller,1,,,,Extraction,Level,,Setpoint,MMWC,~ -107,,,,,SP,,,
247,,PI_19115,BLEED TO HPH 2 PRESSURE BEF NRV,BLEED TO HPH PRESSURE BEFORE NRV,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Pressure,,,KG/CM2,,,,0,60,,Feed Water Path,38.79,
250,,TIR_19206,BLEED TO HPH 2 TEMPERATURE BEF NRV,BLEED TO HPH TEMPERATURE BEFORE NRV,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Temperature,,,DEG C,,,,0,800,,Feed Water Path,409.1,
248,New,PIR_8110,HPH 2 EXTRACTION PRES AFTER NRV,BLEED TO HPH PRESSURE AFTER NRV,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Pressure,,,KG/CM2,,,,-1,1,,Feed Water Path,37.627,
249,New,TI_08210,HPH 2 EXTRACTION TMP AFTER NRV,BLEED TO HPH TEMPERATURE AFTER NRV,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Temperature,,,DEG C,,,,-1,1,,Feed Water Path,408.2,
246,New,FIR8411_FL,EXTRACTION HPH2 STM FLOW,BLEED TO HPH STEAM FLOW,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,NR Valve,NRV,1,,,,Extraction,Flow,,,TPH,,,,,,,Feed Water Path,20.592,
580,,HRenu_U5_HPH_2_Feed_Water_Enthalpy_at_Inlet,HPH 2 FEED WATER ENTHALPY AT INLET,HPH FEED WATER ENTHALPY AT INLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,Inlet,Inlet,1,Feed Water,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,895.8,
581,,HRenu_U5_HPH_2_Feed_Water_Enthalpy_at_Outlet,HPH 2 FEED WATER ENTHALPY AT OUTLET,HPH FEED WATER ENTHALPY AT OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,Outlet,Outlet,1,Feed Water,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,1065.1,
582,,HRenu_U5_HPH_2_Extraction_from_Turbine_Enthalpy,HPH 2 EXTRACTION FROM TURBINE ENTHALPY,HPH EXTRACTION FROM TURBINE ENTHALPY,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,,,,Extraction,Enthalpy,1,Derived,KJ/KG,,,,,,,Performance KPI,3239,
253,,LCR08307,HPH 2 LEVEL,HPH LEVEL,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,,,,Extraction,Level,1,,MM,,,,-250,250,,Performance KPI,,
578,,HRenu_U5_HPH_2_Extraction_Saturation_Temperature,HPH 2 EXTRACTION SATURATION TEMPERATURE,HPH EXTRACTION SATURATION TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,,,,Extraction,Saturation Temperature,1,Derived,DEG C,,,,,,,Performance KPI,,
576,,HRenu_U5_HPH_2_Feed_Water_Pressure_drop,HPH 2 FEED WATER PRESSURE DROP,HPH FEED WATER PRESSURE DROP,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,,,,Feed Water,Differential Pressure,1,Derived,KG/CM2,,,,,,,Performance KPI,,
583,,HRenu_U5_HPH_2_Energy_absorbed_by_FW,HPH 2 ENERGY ABSORBED BY FW,HPH ENERGY ABSORBED BY FW,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,,,,Feed Water,Energy,1,Derived,MCAL,,,,,,,Performance KPI,,
584,,HRenu_U5_HPH_2_Enthalpy_Rise,HPH 2 ENTHALPY RISE,HPH ENTHALPY RISE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,,,,Feed Water,Enthalpy Rise,1,Derived,KJ/KG,,,,,,,Performance KPI,,
575,,HRenu_U5_HPH_2_Feed_Water_Temperature_rise,HPH 2 FEED WATER TEMPERATURE RISE,HPH FEED WATER TEMPERATURE RISE,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,,,,Feed Water,Temperature Difference,1,Derived,DEG C,,,,,,,Performance KPI,37,
577,,HRenu_U5_HPH_2_Drain_Cooler_Approach,HPH 2 DRAIN COOLER APPROACH,HPH DRAIN COOLER APPROACH,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,,,,,DCA,1,Derived,DEG C,,,,,,,Performance KPI,,
579,,HRenu_U5_HPH_2_TTD,HPH 2 TTD,HPH TTD,Feed Water Cycle,Feed Water Cycle,HPH,,HPH 2,2,,,,,,,,,,,TTD,1,Derived,DEG C,,,,,,,Performance KPI,,
,,FUELFL_SP,FUEL FLOW SP,Fuel Flow Setpoint,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Coal Feeder,Coal Feeder,1,,,,,,,Coal,Flow,1,Setpoint,TPH,~ 56 tph,,,,,SP,,,
306,New,FIQC_03305_A_FCO,MILL A COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Coal Feeder,Coal Feeder,1,,,,,,,Conveyor Belt,Speed,1,Demand,TPH,,,,0,10,CTL,Fuel Path,,
305,,FIQC_03305_A_FB,COAL FEEDER SPEED MILL A,MILL COAL FEEDER SPEED,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Coal Feeder,Coal Feeder,1,,,,,,,Conveyor Belt,Speed,1,,RPM,,,,0,10,FB,Fuel Path,,
322,,TOT_COAL_FLOW,COAL FLOW AT MILL A,COAL FLOW AT MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Coal Feeder,Coal Feeder,1,,,,,,,Fuel,Flow,1,,TPH,,,,0,160,,Fuel Path,,
,,CVFUEL_FL,CV CORRECTED FUEL FLOW (NOT SP),Total Fuel Flow,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Coal Feeder,Coal Feeder,1,,,,,,,Fuel,Flow,1,,TPH,~ 56,,,,,SP,,,
,,FDR_A_FLOW,Mill A Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Coal Feeder,Coal Feeder,1,,,,,,,Fuel,Flow,1,,TPH,,,,,,SP,,,
310,New,TI_10211_01_E,MILL A R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,,DEG C,,,,0,10,,Mechanical,,
311,New,TI_10211_01_F,MILL A R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
312,New,TI_10211_01_G,MILL A Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
313,New,TI_10211_01_H,MILL A Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
314,New,TI_10211_01_I,MILL A B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
315,New,TI_10211_01_J,MILL A B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
309,,PULV_A_I,MILL A CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,30,,Performance KPI,,
307,,TIC_05214_CAD_A_FB,COLD AIR DAMPER POSITION MILL A,COLD AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,Cold Air Damper,CAD,1,,,,Position,Percentage,1,Feedback,%,,,,0,100,,Air Path,,
308,,TIC_05214_HAD_A_FB,HOT AIR DAMPER POSITION MILL A,HOT AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,Hot Air Damper,HAD,1,,,,Position,Percentage,1,Feedback,%,,,,0,100,,Air Path,,
,,HAD_A_SP,HAD_A SP,Mill Hot Air Damper Setpoint,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,Hot Air Damper,HAD,1,,,,Primary Air,Flow,1,Setpoint,TPH,~ 14,,,,,SP,,,
319,New,PI_05102_5,MILL A INLET PRESSURE,PA PRESSURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,Inlet,Inlet,1,Primary Air,Pressure,1,,MMWC,,,,0,10,,Air Path,,
321,,TI05214,PA TEMPERATURE AT MILL A INLET,PA TEMPERATURE AT MILL INLET,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,Inlet,Inlet,1,Primary Air,Temperature,1,,DEG C,,,,0,300,,Air Path,,
500,,HRenu_U5_Mill_A_Primary_Air/Fuel_Ratio,MILL A PRIMARY AIR/FUEL RATIO,MILL PRIMARY AIR/FUEL RATIO,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,,,,Mill,Air/Fuel Ratio,1,Derived,,,,Low,,,,Performance KPI,,
501,,HRenu_U5_Mill_A_Run_Hours,MILL A RUN HOURS,MILL RUN HOURS,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,,,,Mill,Run Hours,1,Derived,HRS,,,,,,,Mechanical,,
499,,HRenu_U5_Mill_A_Specific_Power,MILL A SPECIFIC POWER,MILL SPECIFIC POWER,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,,,,Mill,Specific Power,1,Derived,AMPS/T,,,Low,,,,Performance KPI,,
502,,HRenu_U5_Mill_A_Temperature_Difference,MILL A TEMPERATURE DIFFERENCE,MILL TEMPERATURE DIFFERENCE,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,,,,Mill,Temperature Difference,1,Derived,DEG C,,,Low,,,,Air Path,,
316,,PAF_A_FLOW,PA FLOW TO MILL A,PA FLOW TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill A,1,,,,,,,,,,Primary Air,Flow,1,,TPH,,,,0,50,,Air Path,,
,,FDR_B_FLOW,Mill B Coal flow,Mill Coal Flow,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Coal Feeder,Coal Feeder,1,,,,,,,Fuel,Flow,1,,TPH,,,,,,SP,,,
324,New,FIQC_03305_B_FCO,MILL B COMMAND,FUEL FEEDER SPEED COMMAND TO MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Coal Feeder,Coal Feeder,`,,,,,,,Conveyor Belt,Speed,1,Demand,TPH,,,,0,10,CTL,Fuel Path,,
323,,FIQC_03305_B_FB,COAL FEEDER SPEED MILL B,COAL FEEDER SPEED MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Coal Feeder,Coal Feeder,`,,,,,,,Conveyor Belt,Speed,1,,RPM,,,,0,10,FB,Fuel Path,,
328,New,TI_10211_02_E,MILL B R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,1,,DEG C,,,,0,10,,Mechanical,,
329,New,TI_10211_02_F,MILL B R-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE R-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,R-Phase,1,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
330,New,TI_10211_02_G,MILL B Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
331,New,TI_10211_02_H,MILL B Y-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE Y-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,Y-Phase,2,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
332,New,TI_10211_02_I,MILL B B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,1,,DEG C,,,,,,,Mechanical,,
333,New,TI_10211_02_J,MILL B B-PH MOTOR WINDING TEMP,MILL MOTOR WINDING TEMPERATURE B-PH,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,Phase,B-Phase,3,Metal,Temperature,2,,DEG C,,,,,,,Mechanical,,
327,,PULV_B_I,MILL B CURRENT,MILL CURRENT,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,Motor,Motor,1,Winding,Motor Winding,1,,,,Power,Current,1,,AMP,,,,0,30,,Performance KPI,,
325,,TIC_05215_CAD_B_FB,COLD AIR DAMPER POSITION MILL B,COLD AIR DAMPER POSITION FOR MILL,Fuel Supply,Fuel Supply,Pulverizer,,Mill B,2,,,,Cold Air Damper,CAD,1,,,,Position,Percentage,1,Feedback,%,,,,0,100,,Air Path,,
