,Sl No,New?,dataTagId,description,standardDescription,system,systemName,equipment,equipmentType,equipmentName,equipmentInstance,component,componentName,componentInstance,subcomponent,subcomponentName,subcomponentInstance,measureLocation,measureLocationName,measureLocationInstance,measureProperty,measureType,measureInstance,tagType,measureUnit,Remarks,designValue,goodDirection,lcl,ucl,manual,group,Design Value (100%),Design Parameters (80%),invalid
344,599,-,HRenu_U5_LPH_2_TTD,LPH 2 TTD,LPH TTD,Condensate Cycle,Condensate Cycle,LPH,-,LPH 2,2,-,-,-,-,-,-,-,-,-,-,TTD,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
345,635,-,HRenu_U5_CEP_5A_Efficiency,CEP 5A EFFICIENCY,CEP EFFICIENCY,Condensate Cycle,Condensate Cycle,CEP,-,CEP 5A,1,-,-,-,-,-,-,-,-,-,-,Efficiency,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
346,636,-,HRenu_U5_CEP_5B_Efficiency,CEP 5B EFFICIENCY,CEP EFFICIENCY,Condensate Cycle,Condensate Cycle,CEP,-,CEP 5B,2,-,-,-,-,-,-,-,-,-,-,Efficiency,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
347,98,New,TI3210,EJECTOR AIR TEMP AFTER CONDENSOR,EJECTOR AIR TEMPERATURE AT CONDENSER OUTLET,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,Air Ejector,Air Ejector,1,-,-,-,Outlet,Outlet,1,Air,Temperature,1,-,DEG C,-,-,-,-,-,-,Condensate Path,-,-,
348,-,-,LICR_01302.SP,HOTWELL LEVEL CONTROL SP,Hotwell Level Setpoint,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,Hotwell,Hotwell,1,-,-,-,-,-,-,Condensate,Level,1,Setpoint,MMWC,~ 41,-,-,-,-,SP,-,-,-,
349,621,-,HRenu_U5_Condenser_Condensate_Saturation_Temperature_(at_Vacuum),CONDENSER CONDENSATE SATURATION TEMPERATURE (AT VACUUM),CONDENSER CONDENSATE SATURATION TEMPERATURE (AT VACUUM),Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,Condensate,Saturation Temperature,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
350,625,-,HRenu_U5_Condenser_CW_Pressure_drop,CONDENSER CW PRESSURE DROP,CONDENSER CW PRESSURE DROP,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,Cooling Water,Differential Pressure,1,Derived,KG/CM2,-,-,-,-,-,-,Performance KPI,-,-,
351,618,-,HRenu_U5_Condenser_CW_Temperature_rise,CONDENSER CW TEMPERATURE RISE,CONDENSER CW TEMPERATURE RISE,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,Cooling Water,Temperature Difference,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,7.2,-,
352,616,-,HRenu_U5_Condenser_Cleanliness_Factor,CONDENSER CLEANLINESS FACTOR,CONDENSER CLEANLINESS FACTOR,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,-,Cleanliness,1,Derived,%,-,-,-,-,-,-,Performance KPI,-,-,
353,624,-,HRenu_U5_Condenser_Efficiency,CONDENSER EFFICIENCY,CONDENSER EFFICIENCY,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,-,Efficiency,1,Derived,%,-,-,-,-,-,-,Performance KPI,-,-,
354,620,-,HRenu_U5_Condenser_Initial_Temperature_Difference,CONDENSER INITIAL TEMPERATURE DIFFERENCE,CONDENSER INITIAL TEMPERATURE DIFFERENCE,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,-,ITD,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
355,622,-,HRenu_U5_Condenser_Log_Mean_Temperature_Difference,CONDENSER LOG MEAN TEMPERATURE DIFFERENCE,CONDENSER LOG MEAN TEMPERATURE DIFFERENCE,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,-,LMTD,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
356,623,-,HRenu_U5_Condenser_Sub_cooling_Temperature,CONDENSER SUB COOLING TEMPERATURE,CONDENSER SUB COOLING TEMPERATURE,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,-,Temperature Difference,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
357,619,-,HRenu_U5_Condenser_TTD,CONDENSER TTD,CONDENSER TTD,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,-,TTD,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
358,615,-,HRenu_U5_Condenser_Air_in-leakage,CONDENSER AIR IN-LEAKAGE,CONDENSER AIR IN-LEAKAGE,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,-,-,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
359,617,-,HRenu_U5_Condenser_Back_Pressure_Penalty,CONDENSER BACK PRESSURE PENALTY,CONDENSER BACK PRESSURE PENALTY,Condensate Cycle,Condensate Cycle,Condenser,-,Condenser,1,-,-,-,-,-,-,-,-,-,-,-,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
360,113,New,CT_LVL_TRNSM,CT BASIN LEVEL,COOLING TOWER BASIN LEVEL,Cooling Water System,CW System,Cooling Tower Basin,-,Cooling Tower Basin,1,-,-,-,-,-,-,-,-,-,Cooling Water,Level,1,-,-,-,-,-,-,-,-,Cooling Water Path,-,-,
361,114,-,EI_13907,CT FAN A CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,-,CT FAN A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,200,-,Performance KPI,-,-,
362,115,-,EI_13908,CT FAN B CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,-,CT FAN B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,200,-,Performance KPI,-,-,
363,116,-,EI_13909,CT FAN C CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,-,CT FAN C,3,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,200,-,Performance KPI,-,-,
364,117,-,EI_13910,CT FAN D CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,-,CT FAN D,4,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,200,-,Performance KPI,-,-,
365,118,-,EI_13911,CT FAN E CURRENT,CT FAN CURRENT,Cooling Water System,CW System,CT Fan,-,CT FAN E,5,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,200,-,Performance KPI,-,-,
366,119,New,EI_13903,CW BOOSTER PUMP A CURRENT,CW BOOSTER PUMP CURRENT,Cooling Water System,CW System,CW Booster Pump,-,CW BOOSTER PUMP A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,-,-,-,Performance KPI,-,-,
367,120,New,PIAS_13114,CW BOOSTER PUMP A DISCH PR,CW BOOSTER PUMP DISCHARGE PRESSURE,Cooling Water System,CW System,CW Booster Pump,-,CW BOOSTER PUMP A,1,Pump,Pump,1,-,-,-,Outlet,Discharge,1,Cooling Water,Pressure,1,-,KG/CM2,-,-,-,-,-,-,Cooling Water Path,-,-,
368,633,-,HRenu_U5_CW_Booster_Pump_A_Efficiency,CW BOOSTER PUMP A EFFICIENCY,CW BOOSTER PUMP EFFICIENCY,Cooling Water System,CW System,CW Booster Pump,-,CW BOOSTER PUMP A,1,-,-,-,-,-,-,-,-,-,-,Efficiency,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
369,121,New,EI_13904,CW BOOSTER PUMP B CURRENT,CW BOOSTER PUMP CURRENT,Cooling Water System,CW System,CW Booster Pump,-,CW BOOSTER PUMP B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,-,-,-,Performance KPI,-,-,
370,122,New,PIAS13113,CW BOOSTER PUMP B DISCH PR,CW BOOSTER PUMP DISCHARGE PRESSURE,Cooling Water System,CW System,CW Booster Pump,-,CW BOOSTER PUMP B,2,Pump,Pump,1,-,-,-,Outlet,Discharge,1,Cooling Water,Pressure,1,-,KG/CM2,-,-,-,-,-,-,Cooling Water Path,-,-,
371,634,-,HRenu_U5_CW_Booster_Pump_B_Efficiency,CW BOOSTER PUMP B EFFICIENCY,CW BOOSTER PUMP EFFICIENCY,Cooling Water System,CW System,CW Booster Pump,-,CW BOOSTER PUMP B,2,-,-,-,-,-,-,-,-,-,-,Efficiency,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
372,123,-,EI_13901,CW PUMP CURRENT,CW PUMP CURRENT,Cooling Water System,CW System,CW Pump,-,CW Pump - A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,0,200,-,Performance KPI,-,-,
373,632,-,HRenu_U5_CW_Pump_Efficiency,CW PUMP EFFICIENCY,CW PUMP EFFICIENCY,Cooling Water System,CW System,CW Pump,-,CW Pump,1,-,-,-,-,-,-,-,-,-,-,Efficiency,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
374,429,New,EI_13912,SERVICE WATER PUMP A CURRENT,SERVICE WATER PUMP CURRENT,Cooling Water System,CW System,Service Water Pump,-,SW Pump - A,1,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,-,-,-,Performance KPI,-,-,
375,430,New,EI_13913,SERVICE WATER PUMP B CURRENT,SERVICE WATER PUMP CURRENT,Cooling Water System,CW System,Service Water Pump,-,SW Pump - B,2,Motor,Motor,1,Winding,Motor Winding,1,-,-,-,Power,Current,1,-,AMP,-,-,-,-,-,-,Performance KPI,-,-,
376,402,New,PC_10103,PRS BEFORE 20 PRDS,STEAM PRESSURE BEFORE PRDS,Feed Water Cycle,Feed Water Cycle,APRDS,-,20 TPH PRDS,1,-,-,-,-,-,-,Inlet,Inlet,1,Steam,Pressure,1,-,KG/CM2,-,-,-,-,-,-,Steam Path,-,-,
377,403,New,PIZ_10105,STM PRS AFTER 20 T PRDS,STEAM PRESSURE AFTER PRDS,Feed Water Cycle,Feed Water Cycle,APRDS,-,20 TPH PRDS,1,-,-,-,-,-,-,Outlet,Outlet,1,Steam,Pressure,1,-,KG/CM2,-,-,-,-,-,-,Steam Path,-,-,
378,404,New,TI_10204,STM TEMP AFTER 20 T PRDS,STEAM TEMPERATURE AFTER PRDS,Feed Water Cycle,Feed Water Cycle,APRDS,-,20 TPH PRDS,1,-,-,-,-,-,-,Outlet,Outlet,1,Steam,Temperature,1,-,DEG C,-,-,-,-,-,-,Steam Path,-,-,
379,-,-,TC_10203_OP_CV5.SP,STEAM T_20T PRDS CV5 SP,Steam Temperature at 20T PRDS Setpoint,Feed Water Cycle,Feed Water Cycle,APRDS,-,20 TPH PRDS,1,-,-,-,-,-,-,Outlet,Outlet,1,Steam,Temperature,1,-,DEG C,182,-,-,-,-,SP,-,-,-,
380,-,-,TC_10203_OP_CV9.SP,STEAM T_20T PRDS CV9 SP,Steam Temperature at 20T PRDS Setpoint,Feed Water Cycle,Feed Water Cycle,APRDS,-,20 TPH PRDS,1,-,-,-,-,-,-,Outlet,Outlet,1,Steam,Temperature,1,-,DEG C,182,-,-,-,-,SP,-,-,-,
381,629,-,HRenu_U5_BFP_A_Feed_Water_Pressure_Gain,BFP A FEED WATER PRESSURE GAIN,BFP FEED WATER PRESSURE GAIN,BFP System,BFP System,BFP,-,BFP A,1,-,-,-,-,-,-,-,-,-,Feed Water,Differential Pressure,1,Derived,KG/CM2,-,-,-,-,-,-,Performance KPI,-,-,
382,631,-,HRenu_U5_BFP_A_Feed_Water_Temperature_difference,BFP A FEED WATER TEMPERATURE DIFFERENCE,BFP FEED WATER TEMPERATURE DIFFERENCE,BFP System,BFP System,BFP,-,BFP A,1,-,-,-,-,-,-,-,-,-,Feed Water,Temperature Difference,-,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
383,630,-,HRenu_U5_BFP_A_Pump_Efficiency,BFP A PUMP EFFICIENCY,BFP PUMP EFFICIENCY,BFP System,BFP System,BFP,-,BFP A,1,-,-,-,-,-,-,-,-,-,-,Efficiency,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
384,50,New,TIA_07251,BFP B MOTOR HOT AIR TMP,HOT AIR TEMPERATURE AT BFP MOTOR,BFP System,BFP System,BFP,-,BFP B,2,Gas Cooler,Gas Cooler,1,-,-,-,Inlet,Inlet,1,Air,Temperature,1,DCS,DEG C,-,-,Low,-,-,-,Mechanical,-,-,
385,58,New,TIZA07242,BFP B MOTOR COLD AIR TMP,COLD AIR TEMPERATURE AT BFP MOTOR,BFP System,BFP System,BFP,-,BFP B,2,Gas Cooler,Gas Cooler,1,-,-,-,Outlet,Outlet,1,Air,Temperature,1,DCS,DEG C,-,-,-,-,-,??,Mechanical,-,-,
386,626,-,HRenu_U5_BFP_B_Feed_Water_Pressure_Gain,BFP B FEED WATER PRESSURE GAIN,BFP FEED WATER PRESSURE GAIN,BFP System,BFP System,BFP,-,BFP B,2,-,-,-,-,-,-,-,-,-,Feed Water,Differential Pressure,1,Derived,KG/CM2,-,-,-,-,-,-,Performance KPI,-,-,
387,628,-,HRenu_U5_BFP_B_Feed_Water_Temperature_difference,BFP B FEED WATER TEMPERATURE DIFFERENCE,BFP FEED WATER TEMPERATURE DIFFERENCE,BFP System,BFP System,BFP,-,BFP B,2,-,-,-,-,-,-,-,-,-,Feed Water,Temperature Difference,-,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
388,627,-,HRenu_U5_BFP_B_Pump_Efficiency,BFP B PUMP EFFICIENCY,BFP PUMP EFFICIENCY,BFP System,BFP System,BFP,-,BFP B,2,-,-,-,-,-,-,-,-,-,-,Efficiency,1,Derived,-,-,-,-,-,-,-,Performance KPI,-,-,
389,610,-,HRenu_U5_Deaerator_Feed_Water_Enthalpy_at_Inlet,DEAERATOR FEED WATER ENTHALPY AT INLET,DEAERATOR FEED WATER ENTHALPY AT INLET,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,Inlet,-,1,-,-,-,Feed Water,Enthalpy,1,Derived,KCAL/KG,-,-,-,-,-,-,Performance KPI,-,-,
390,611,-,HRenu_U5_Deaerator_Feed_Water_Enthalpy_at_Outlet,DEAERATOR FEED WATER ENTHALPY AT OUTLET,DEAERATOR FEED WATER ENTHALPY AT OUTLET,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,Outlet,-,1,-,-,-,Feed Water,Enthalpy,1,Derived,KCAL/KG,-,-,-,-,-,-,Performance KPI,-,-,
391,612,-,HRenu_U5_Deaerator_Extraction_from_Turbine_Enthalpy,DEAERATOR EXTRACTION FROM TURBINE ENTHALPY,DEAERATOR EXTRACTION FROM TURBINE ENTHALPY,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,-,-,-,-,-,-,Extraction,Enthalpy,1,Derived,KCAL/KG,-,-,-,-,-,-,Performance KPI,-,-,
392,608,-,HRenu_U5_Deaerator_Extraction_Saturation_Temperature,DEAERATOR EXTRACTION SATURATION TEMPERATURE,DEAERATOR EXTRACTION SATURATION TEMPERATURE,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,-,-,-,-,-,-,Extraction,Saturation Temperature,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,704.78,-,
393,606,-,HRenu_U5_Deaerator_Feed_Water_Pressure_drop,DEAERATOR FEED WATER PRESSURE DROP,DEAERATOR FEED WATER PRESSURE DROP,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,-,-,-,-,-,-,Feed Water,Differential Pressure,1,Derived,KG/CM2,-,-,-,-,-,-,Performance KPI,-,-,
394,613,-,HRenu_U5_Deaerator_Energy_absorbed_by_Feed_Water,DEAERATOR ENERGY ABSORBED BY FEED WATER,DEAERATOR ENERGY ABSORBED BY FEED WATER,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,-,-,-,-,-,-,Feed Water,Energy,1,Derived,MCAL,-,-,-,-,-,-,Performance KPI,-,-,
395,614,-,HRenu_U5_Dearator_Enthalpy_Rise,DEAERATOR ENTHALPY RISE,DEAERATOR ENTHALPY RISE,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,-,-,-,-,-,-,Feed Water,Enthalpy Rise,1,Derived,KCAL/KG,-,-,-,-,-,-,Performance KPI,-,-,
396,605,-,HRenu_U5_Deaerator_Feed_Water_Temperature_rise,DEAERATOR FEED WATER TEMPERATURE RISE,DEAERATOR FEED WATER TEMPERATURE RISE,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,-,-,-,-,-,-,Feed Water,Temperature Difference,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,44.3,-,
397,607,-,HRenu_U5_Deaerator_Drain_Cooler_Approach,DEAERATOR DRAIN COOLER APPROACH,DEAERATOR DRAIN COOLER APPROACH,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,-,-,-,-,-,-,-,DCA,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
398,609,-,HRenu_U5_Deaerator_TTD,DEAERATOR TTD,DEAERATOR TTD,Condensate Cycle,Condensate Cycle,Deaerator,-,Deaerator,1,-,-,-,-,-,-,-,-,-,-,TTD,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
399,231,-,PIZA_07132,FEED WATER PRESSURE AT HPH 1 INLET,FEED WATER PRESSURE AT HPH INLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,Feed Water Shell,Feed Water Shell,1,-,-,-,Inlet,Inlet,1,Feed Water,Pressure,1,-,KG/CM2,-,-,-,0,250,-,Feed Water Path,135.4,-,Rule-9: Duplicate dataTagId
400,229,-,BFP_HDR_TMP,FEED WATER TEMPERATURE AT HPH 1 INLET,FEED WATER TEMPERATURE AT HPH INLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,Feed Water Shell,Feed Water Shell,1,-,-,-,Inlet,Inlet,1,Feed Water,Temperature,1,-,DEG C,-,-,-,0,300,-,Feed Water Path,171.1,-,Rule-9: Duplicate dataTagId
401,230,-,PIZA_07132,FEED WATER PRESSURE AT HPH 1 OUTLET,FEED WATER PRESSURE AT HPH OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,Feed Water Shell,Feed Water Shell,1,-,-,-,Outlet,Outlet,1,Feed Water,Pressure,1,-,KG/CM2,-,-,-,-,-,-,Feed Water Path,135.4,-,Rule-9: Duplicate dataTagId
402,232,-,TI_08212,FEED WATER TEMPERATURE AT HPH 1 OUTLET,FEED WATER TEMPERATURE AT HPH OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,Feed Water Shell,Feed Water Shell,1,-,-,-,Outlet,Outlet,1,Feed Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Feed Water Path,208.6,-,
403,-,-,LCR_09302_A.SP,HPDFT DRIP LEVEL CONTROL SP,HPDFT Drip Level Setpoint,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,HP Drain Flash Tank,HPDFT,1,Drip Level Control,Drip Level Control,1,-,-,-,Drip,Level,1,Setpoint,MMWC,~ 208,-,-,-,-,SP,-,-,-,
404,239,New,LCR_8302_OP_FB,HPH1 DRIP LVL OPEN POSITION VALVE,HPH DRIP LEVEL VALVE POSITION,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,Drain Valve,Drain Valve,1,-,-,-,Position,Percentage,1,-,%,-,-,-,-,-,FB,Feed Water Path,-,-,
405,238,-,LCR_8302_OP_FB,HPH 1 VALVE DEMAND,HP VALVE DEMAND,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,Level Control Valve,Level Control Valve,1,-,-,-,Position,Percentage,1,Demand,%,-,-,-,0,100,FB,Feed Water Path,-,-,Rule-9: Duplicate dataTagId
406,-,-,LCR_08302_OP.SP,HPH1 LEVEL CONTROL SP,HPH Level Setpoint,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,Level Controller,Level Controller,1,-,-,-,Extraction,Level,1,Setpoint,MMWC,~ - 95,-,-,-,-,SP,-,-,-,
407,234,-,PI_19116_A,BLEED TO HPH 1 PRESSURE BEF NRV,BLEED TO HPH PRESSURE BEF NRV,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Pressure,1,-,KG/CM2,-,-,-,0,40,-,Feed Water Path,19.512,-,
408,237,-,TIR_19207,BLEED TO HPH 1 TEMPERATURE BEF NRV,BLEED TO HPH TEMPERATURE BEF NRV,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,NR Valve,NRV,1,Inlet,Inlet,1,Extraction,Temperature,1,-,DEG C,-,-,-,0,800,-,Feed Water Path,320.2,-,
409,235,New,PIR_8109,HPH 1 EXTRACTION PRES AFTER NRV,BLEED TO HPH PRESSURE AFTER NRV,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Pressure,1,-,KG/CM2,-,-,-,-1,1,-,Feed Water Path,18.926,-,
410,236,New,TI8209,HPH 1 EXTRACTION TMP AFTER NRV,BLEED TO HPH TEMPERATURE AFTER NRV,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,NR Valve,NRV,1,Outlet,Outlet,1,Extraction,Temperature,1,-,DEG C,-,-,-,-1,1,-,Feed Water Path,319.5,-,
411,233,New,FIR8410_FL,HPH1 EXTRACTION SM FLOW,BLEED TO HPH STEAM FLOW,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,NR Valve,NRV,1,-,-,-,Extraction,Flow,1,-,TPH,-,-,-,-,-,-,Feed Water Path,18.54,-,
412,241,-,TR8215,HPH 1 DRIP TEMPERATURE,HPH DRIP TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,Drain,HPH Drain,1,Drip,Temperature,1,-,DEG C,-,-,-,0,300,-,Performance KPI,-,-,
413,572,-,HRenu_U5_HPH_1_Extraction_from_Turbine_Enthalpy,HPH 1 EXTRACTION FROM TURBINE ENTHALPY,HPH EXTRACTION FROM TURBINE ENTHALPY,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,Extraction,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,3072.7,-,
414,240,-,LCR8302,HPH 1 LEVEL,HPH LEVEL,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,Extraction,Level,1,-,MM,-,-,-,-250,250,-,Performance KPI,-,-,
415,568,-,HRenu_U5_HPH_1_Extraction_Saturation_Temperature,HPH 1 EXTRACTION SATURATION TEMPERATURE,HPH EXTRACTION SATURATION TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,Extraction,Saturation Temperature,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
416,566,-,HRenu_U5_HPH_1_Feed_Water_Pressure_drop,HPH 1 FEED WATER PRESSURE DROP,HPH FEED WATER PRESSURE DROP,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,Feed Water,Differential Pressure,1,Derived,KG/CM2,-,-,-,-,-,-,Performance KPI,-,-,
417,573,-,HRenu_U5_HPH_1_Energy_absorbed_by_FW,HPH 1 ENERGY ABSORBED BY FW,HPH ENERGY ABSORBED BY FW,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,Feed Water,Energy,1,Derived,MCAL,-,-,-,-,-,-,Performance KPI,-,-,
418,570,-,HRenu_U5_HPH_1_Feed_Water_Enthalpy_at_Inlet,HPH 1 FEED WATER ENTHALPY AT INLET,HPH FEED WATER ENTHALPY AT INLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,Feed Water,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,731.1,-,
419,571,-,HRenu_U5_HPH_1_Feed_Water_Enthalpy_at_Outlet,HPH 1 FEED WATER ENTHALPY AT OUTLET,HPH FEED WATER ENTHALPY AT OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,Feed Water,Enthalpy,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,895.8,-,
420,574,-,HRenu_U5_HPH_1_Enthalpy_Rise,HPH 1 ENTHALPY RISE,HPH ENTHALPY RISE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,Feed Water,Enthalpy Rise,1,Derived,KJ/KG,-,-,-,-,-,-,Performance KPI,-,-,
421,565,-,HRenu_U5_HPH_1_Feed_Water_Temperature_rise,HPH 1 FEED WATER TEMPERATURE RISE,HPH FEED WATER TEMPERATURE RISE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,Feed Water,Temperature Difference,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,37.5,-,
422,567,-,HRenu_U5_HPH_1_Drain_Cooler_Approach,HPH 1 DRAIN COOLER APPROACH,HPH DRAIN COOLER APPROACH,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,-,DCA,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
423,569,-,HRenu_U5_HPH_1_TTD,HPH 1 TTD,HPH TTD,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 1,1,-,-,-,-,-,-,-,-,-,-,TTD,1,Derived,DEG C,-,-,-,-,-,-,Performance KPI,-,-,
424,243,-,PIZA_07132,FEED WATER PRESSURE AT HPH 2 INLET,FEED WATER PRESSURE AT HPH INLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,Feed Water Shell,Feed Water Shell,1,-,-,-,Inlet,Inlet,1,Feed Water,Pressure,1,-,KG/CM2,-,-,-,0,250,-,Feed Water Path,135.11,-,Rule-9: Duplicate dataTagId
425,244,-,TI_08212,HPH 2 FW INLET TEMPERATURE,HPH FW INLET TEMPERATURE,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,Feed Water Shell,Feed Water Shell,1,-,-,-,Inlet,Inlet,1,Feed Water,Temperature,1,-,DEG C,-,-,-,-,-,-,Feed Water Path,208.6,-,Rule-9: Duplicate dataTagId
426,242,-,PI_01101,FEED WATER PRESSURE AT HPH 2 OUTLET,FEED WATER PRESSURE AT HPH OUTLET,Feed Water Cycle,Feed Water Cycle,HPH,-,HPH 2,2,Feed Water Shell,Feed Water Shell,1,-,-,-,Outlet,Outlet,1,Feed Water,Pressure,1,-,KG/CM2,-,-,-,-,-,-,Feed Water Path,135.11,-,Rule-9: Duplicate dataTagId
